ppv,ppe,pbos,fepc,fop,pfi,pel,iinv,ivat,tinv,lpv,lpe,pb,lcycbat,lifbat,pt,phkg,lht,pez,lez,pfc,lfc,php
1350,170,640,0.08,0.015,0.082,0.4162,0.02,0.19,20,25,10,271,4000,10,10,500,20,1500,5,2000,5,6650
